Q_TotalDuration,Sc1_text1,Sc1_Quiz1,Sc1_Quiz2,Sc1_Quiz3,Sc1_text2,Sc1_regret,sc1_text3,sc1_socnorms2,sc1_socnorms1,sc1_text4,sc1_combinednorms,Q53,Sc2_text,Sc2_quiz1,Sc2_quiz2,Sc2_quiz3,Sc2_text2,Sc2_regret,Sc2_text3,Sc2_random_1,Sc2_random_2,Sc2_lucky,Q54,Sc3_C1_text,Sc3_C1_quiz1,Sc3_C1_quiz2,Sc3_C1_quiz3,sc3_c1_text2,sc3_c1_compensation,sc3_c1_text3,sc3_c1_regret,Sc3_C2_text,Sc3_C2_quiz1,Sc3_C2_quiz2,Sc3_C2_quiz3,sc3_c2_text2,sc3_c2_compensation,sc3_c2_text3,sc3_c2_regret,Sc3_C3_text,Sc3_C3_quiz1,Sc3_C3_quiz2,Sc3_C3_quiz3,sc3_c3_text2,sc3_c3_compensation,sc3_c3_text3,sc3_c3_regret,age,gender,serious,engunder
221,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,56,56,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,4,61,2,5,7
158,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,3,1,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,29,1,5,7
385,1,1,2,4,1,1,1,1,2,1,2,1,1,1,2,4,1,1,1,7,7,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,4,32,1,5,7
223,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1,1,1,1,1,1,11,1,4, , , , , , , , , , , , , , , , ,33,2,5,7
356,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,4,52,2,5,7
228,1,1,2,4,1,2,1,1,2,1,1,1,1,1,2,4,1,2,1,56,6,1,1, , , , , , , , ,1,1,2,1,1,8,1,2, , , , , , , , ,26,1,5,5
305,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1,1,1,1,1,1,6,1,2, , , , , , , , , , , , , , , , ,31,2,5,7
340,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,56,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,11,1,4,36,1,5,7
371,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,2,1,1,1,1,1,1,6,1,3, , , , , , , , , , , , , , , , ,33,2,5,7
247,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,1,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,34,2,5,7
210,1,1,2,4,1,1,1,1,2,1,2,1,1,1,2,4,1,1,1,4,4,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,11,1,4,50,1,4,7
165,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1,1,1,1,1,1,5,1,2, , , , , , , , , , , , , , , , ,38,2,5,7
312,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,46,2,5,7
161,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1, ,4,1,1,1,1,1,1,1,9,1,3, , , , , , , , , , , , , , , , ,25,1,4,7
209,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,28,1,5,7
315,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,4,23,2,5,7
515,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,7,1,1,43,1,5,7
232,1,1,2,4,1,2,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,2,1, , , , , , , , ,1,1,2,1,1,8,1,4, , , , , , , , ,61,2,5,7
445,1,1,2,4,1,2,1,1,2,1,2,1,1,1,2,4,1,1,1,6,6,2,1,1,1,1,1,1,6,1,4, , , , , , , , , , , , , , , , ,39,1,5,7
610,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,2,1,1,1,1,1,1,6,1,4, , , , , , , , , , , , , , , , ,25,2,5,7
222,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , ,1,1,2,1,1,6,1,3, , , , , , , , ,42,1,5,7
357,1,1,2,4,1,1,1,2,2,1,1,1,1,1,2,4,1,1,1,4,3,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,3,30,1,5,5
227,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,2,1, , , , , , , , ,1,1,2,1,1,11,1,4, , , , , , , , ,32,2,4,7
308,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,6,6,2,1,1,1,1,1,1,6,1,4, , , , , , , , , , , , , , , , ,35,2,5,7
607,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,56,56,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,11,1,4,53,1,5,6
474,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,56,1,1, , , , , , , , ,1,1,2,1,1,11,1,4, , , , , , , , ,38,1,5,7
319,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,11,1,3,32,2,4,7
273,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,56,56,1,1,1,1,1,1,1,6,1,4, , , , , , , , , , , , , , , , ,39,1,5,7
189,1,1,2,4,1,1,1,2,2,1,2,1,1,1,2,4,1,1,1,3, ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,2,30,2,5,7
214,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,7,7,2,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,35,2,5,7
424,1,1,2,4,1,1,1,2,2,1,1,1,1,1,2,4,1,2,1,56,6,1,1,1,1,1,1,1,6,1,4, , , , , , , , , , , , , , , , ,39,2,5,7
175,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,56,56,2,1,1,1,1,1,1,6,1,4, , , , , , , , , , , , , , , , ,26,1,5,7
179,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,2,2,1, , , , , , , , ,1,1,2,1,1,3,1,4, , , , , , , , ,44,1,5,7
486,1,1,2,4,1,2,1,2,1,1,1,1,1,1,2,4,1,2,1,6,6,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,4,65,1,5,7
497,1,1,2,4,1,2,1,2,1,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,4,55,2,5,7
387,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , ,1,1,2,1,1,11,1,4, , , , , , , , ,24,1,5,6
335,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,1,1,6,6,2,1,1,1,1,1,1,2,1,4, , , , , , , , , , , , , , , , ,58,2,5,7
192,1,1,2,4,1,2,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,1,1, , , , , , , , ,1,1,2,1,1,11,1,4, , , , , , , , ,42,1,5,7
774,1,1,2,4,1,1,1,1,2,1,2,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,1,1,2,51,2,5,7
320,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,56,56,2,1,1,1,1,1,1,6,1,4, , , , , , , , , , , , , , , , ,28,2,5,7
396,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,57,2,5,7
457,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,4,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,4,35,1,5,6
183,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,1,1,1,1,1,1,1,11,1,0, , , , , , , , , , , , , , , , ,47,1,5,7
355,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,1,1,1,1,1,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,44,2,5,7
446,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,7,7,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,11,1,4,99,1,5,7
251,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1,1,1,1,1,1,6,1,2, , , , , , , , , , , , , , , , ,33,1,5,7
596,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,2,1,4,33,1,5,7
311,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,56,6,2,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,50,1,5,7
301,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , ,1,1,2,1,1,6,1,3, , , , , , , , ,30,2,5,7
0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
399,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,56,56,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,2,48,1,5,7
123,1,1,2,4,1,1,1,2,1,1,1,1,1,1,2,4,1,1,1,4,4,1,1,1,1,1,1,1,6,1,2, , , , , , , , , , , , , , , , ,99,3,3,7
243,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,4,51,2,5,7
259,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,56,1,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,47,2,4,7
573,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,3,6,2,1,1,1,1,1,1,7,1,2, , , , , , , , , , , , , , , , ,46,1,5,7
208,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,3,3,2,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,48,1,5,7
225,1,1,2,4,1,2,1,1,2,1,2,1,1,1,2,4,1,1,1,6,6,2,1,1,1,1,1,1,2,1,3, , , , , , , , , , , , , , , , ,31,1,5,7
345,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,6,6,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,11,1,4,55,2,5,7
0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
392,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,4,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,2,1,4,45,1,5,7
351,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,6,6,1,1,1,1,1,1,1,9,1,4, , , , , , , , , , , , , , , , ,41,2,5,7
389,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,1,1,56,56,1,1, , , , , , , , ,1,1,2,1,1,6,1,2, , , , , , , , ,38,2,5,6
616,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,1,1,4,4,2,1,1,1,1,1,1,6,1,3, , , , , , , , , , , , , , , , ,35,1,4,6
309,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,2,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,26,1,4,7
705,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,1,1,6,6,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,4,46,2,5,7
251,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,2,56,2,1,1,1,1,1,1,7,1,4, , , , , , , , , , , , , , , , ,24,2,5,7
208,1,1,2,4,1,1,1,1,2,1,2,1,1,1,2,4,1,2,1,7,7,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,8,1,4,26,2,5,7
413,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,2,1, , , , , , , , ,1,1,2,1,1,10,1,4, , , , , , , , ,37,1,5,6
422,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,7,7,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,11,1,3,61,2,5,7
404,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,2,1,1,1,1,1,1,6,1,2, , , , , , , , , , , , , , , , ,29,1,5,7
297,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,56,6,2,1, , , , , , , , ,1,1,2,1,1,6,1,4, , , , , , , , ,30,1,5,7
223,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,56,56,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,3,1,3,35,1,5,7
513,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,4,3,2,1,1,1,1,1,1,6,1,1, , , , , , , , , , , , , , , , ,40,2,5,7
355,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,1,1, , , , , , , , ,1,1,2,1,1,1,1,4, , , , , , , , ,34,1,5,7
276,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,1,1,6,6,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,11,1,4,24,1,5,7
270,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,56,4,2,1, , , , , , , , ,1,1,2,1,1,8,1,2, , , , , , , , ,36,1,4,4
1115,1,1,2,4,1,1,1,2,1,1,2,1,1,1,2,4,1,2,1,3,6,1,1,1,1,1,1,1,9,1,2, , , , , , , , , , , , , , , , ,33,1,5,7
476,1,1,2,4,1,1,1,1,2,1,1,1,1,1,2,4,1,2,1,7,7,2,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,6,1,3,19,1,5,7
